feature,importance
roe_lag2,0.31824383052453464
total_debt_lag2,0.31167286152575413
opm,0.30873733173335516
payables_turnover_lag1,0.30666735695170727
2110_revenue,0.3063737529903452
ebitm_lag1,0.30570770867086394
2210_selling_exp_lag2,0.30413441900567617
roe_lag1,0.29994547490906054
1520_trade_payables_lag2,0.2989083259020331
4122_payroll,0.2962487326358261
inventory_turnover,0.293797868934017
total_debt_to_equity,0.28090759892372497
4220_inv_cash_out,0.2727381878184503
2120_cost_of_sales,0.2723666323552875
4311_borrowing_cash_in_lag1,0.27116753095384655
ltd_to_total_capitalization_lag1,0.2684015022286048
net_assets_lag2,0.265472119562018
gpm_on_sgna,0.2644231982541104
equity_maneuverability_lag2,0.26219403830366844
1300_total_equity_lag2,0.25435761982665994
ebit_lag2,0.24997590772881992
1110_int_assets_lag1,0.24777742261339022
total_debt,0.2464818390919148
2350_other_exp_lag1,0.24565742991261624
2120_cost_of_sales_lag1,0.24462497123682886
absolute_liquidity_lag2,0.2425286764955034
receivables_turnover_lag2,0.24099501220160638
2210_selling_exp_lag1,0.23752936055528137
cogs_to_revenue_lag1,0.234428157925044
receivables_turnover_lag1,0.23417290424073978
2330_interest_paid_lag2,0.23149230505401167
net_assets,0.2306631944715537
1250_cash_and_equiv_lag1,0.22928141687387382
inventory_turnover_lag1,0.2283075365961515
4112_rent_commis_prcds_lag1,0.22812354339263213
current_liquidity_lag1,0.22248740537077955
1250_cash_and_equiv_lag2,0.2180177303809433
ebitm,0.2165566869693577
4111_sales_prcds_lag2,0.2163241513461932
std_to_total_debt,0.21405309707687056
1600_total_assets_lag2,0.21318733182425223
1300_total_equity_lag1,0.21159454809925274
quick_liquidity_lag1,0.21020797670498012
1260_other_curr_assets,0.20972940120633865
1600_total_assets_lag1,0.20966174782371322
equity_maneuverability_lag1,0.20872345773428108
owners_equity_lag2,0.208657552074023
4311_borrowing_cash_in_lag2,0.2071811892022442
inventory_turnover_lag2,0.2052233845337022
fa_turnover_ratio,0.20366136310845795
2200_prof_from_selling_lag2,0.19973499200526232
1300_total_equity,0.19804641802774253
cae_to_revenue_lag2,0.1964789718111271
1230_recevables,0.1946371013816093
1500_total_st_liab,0.19195824226746935
1450_other_lt_liab_lag2,0.19079669532071789
1200_total_curr_assets,0.18713038983371394
4100_cfo_lag1,0.18639748718917826
1150_prop_plant_equip_lag2,0.18441042821976006
current_liquidity,0.1834238900873144
working_capital_to_total_assets_lag1,0.18168048358936872
1260_other_curr_assets_lag1,0.17937140487522646
fa_conversion_period_lag1,0.17913618456610506
1450_other_lt_liab_lag1,0.17896440994920826
total_debt_to_ebit,0.1784930454501424
4121_pmnts_to_spplrs,0.17828857387551866
asset_conversion_period_lag2,0.17795153011455597
2210_selling_exp,0.17794099766922
1370_ret_earnings_lag2,0.17738601068531762
2200_prof_from_selling_lag1,0.1766701893333002
cogs_to_revenue,0.1731501141491044
1510_st_debt_lag1,0.17067759894483672
2200_prof_from_selling,0.16867782454373131
2340_other_income,0.1678088226101767
2400_net_pofit_lag2,0.16377973503512225
2350_other_exp_lag2,0.16333137426371336
interest_coverage_lag1,0.16306014300672517
gpm_on_sgna_lag2,0.1629954592151838
working_capital_to_total_assets,0.1615660097832929
gross_margin_to_total_assets_lag1,0.15960701334902797
quick_liquidity,0.15661501715085852
4100_cfo_lag2,0.15585088604946487
debt_to_equity_lag1,0.15468382919985627
equity_concentration_lag2,0.15363268835605381
2100_gross_profit,0.15276378697027138
absolute_liquidity_lag1,0.15193478229978988
owners_equity_lag1,0.14765580157450764
4121_pmnts_to_spplrs_lag2,0.14621947968685248
1260_other_curr_assets_lag2,0.1459432471249286
ltd_to_total_capitalization,0.14429327329401484
1370_ret_earnings,0.14348906823596613
1220_vat_on_aquired_lag2,0.14253233018486247
gross_margin_to_total_assets,0.14161799659606727
days_sales_outst_lag1,0.14146139773155456
fa_conversion_period_lag2,0.13806259029326665
days_inventory_outst_lag1,0.13606760123035538
ebitm_lag2,0.1356167974713043
4123_int_on_debt_lag2,0.13409193304482828
1200_total_curr_assets_lag1,0.1336504405037951
2110_revenue_lag1,0.13344286918783876
1310_share_cap_lag1,0.13342564588348257
working_capital_lag1,0.13153828781031665
std_to_total_debt_lag1,0.13078660661853458
1370_ret_earnings_lag1,0.1299348061631859
asset_conversion_period_lag1,0.12986716556092734
1450_other_lt_liab,0.12971251964056824
1230_recevables_lag1,0.12971196320249975
1700_total_liab_lag1,0.12947457879186494
days_purch_outst_lag2,0.12939189630866393
return_on_costs,0.12794861587679718
ebit_lag1,0.12709324201245062
2100_gross_profit_lag2,0.12440963508598449
1200_total_curr_assets_lag2,0.12399712386218582
1700_total_liab_lag2,0.12384360934452458
net_assets_lag1,0.12381496409286802
net_debt_to equity,0.12341069601238105
4320_fin_cash_out_lag2,0.12269661124701219
1110_int_assets_lag2,0.12062127136999
roa_lag2,0.1169063186841812
2340_other_income_lag1,0.1155064055084714
working_capital_lag2,0.11548936041062467
2330_interest_paid_lag1,0.11429945406333587
2400_net_pofit_lag1,0.11384214173635551
ltd_to_total_capitalization_lag2,0.11360745208176659
quick_liquidity_lag2,0.113153086137872
2300_ebt_lag1,0.11201374117520943
net_profit_margin_lag1,0.11161127661382453
own_working_capital_adequacy_lag2,0.11013477190135922
gpm_lag2,0.10890048412101686
4120_oper_cash_out_lag2,0.10680107772600776
1100_total_non_curr_assets_lag1,0.10590615740886541
1520_trade_payables,0.10579392716640387
4400_ncf_lag2,0.10542240622412095
1510_st_debt_lag2,0.10402469024456416
payables_turnover_lag2,0.10395353336133888
gpm_on_cogs,0.10311590392544166
1240_st_fin_invest_lag1,0.10265843280491094
4310_fin_cash_in_lag2,0.10243870734350755
2300_ebt_lag2,0.0987333882967841
4400_ncf_lag1,0.0975038216337727
1500_total_st_liab_lag2,0.09618760209633406
4323_loans_repmnt _lag2,0.09601509027597399
fa_conversion_period,0.09474687467094323
days_purch_outst_lag1,0.09272298258442764
1400_total_lt_liab,0.09241166346999284
4122_payroll_lag2,0.09220359598711013
2340_other_income_lag2,0.0902127089881851
4323_loans_repmnt _lag1,0.08945569349522856
current_liquidity_lag2,0.08909371965748145
4124_income_tax_cf,0.08474892666447534
4300_cff_lag1,0.08364819044741949
1100_total_non_curr_assets_lag2,0.08198616687025627
1310_share_cap_lag2,0.08097474669707255
working_capital_to_total_assets_lag2,0.0790075913532558
4110_oper_cash_in_lag2,0.07432297637343412
cae_to_revenue,0.0727274192755849
net_profit_margin_lag2,0.07200783392778969
4300_cff,0.07174336314467987
opm_lag2,0.07059131754108292
4123_int_on_debt_lag1,0.06943127933443113
1530_def_income_lag1,0.06849728220660836
2320_interest_received_lag2,0.06817808676612651
4300_cff_lag2,0.06808508465806185
gpm_lag1,0.06665259007763147
4221_non_curr_assets_purch_lag1,0.06578896667105304
1530_def_income_lag2,0.06563883974047131
4120_oper_cash_out,0.06547421361319905
4400_ncf,0.06426019706686734
4322_div_pmnt_lag2,0.06268400928210273
1190_other_non_curr_assets_lag1,0.06266639981504274
4311_borrowing_cash_in,0.062084329312265686
4320_fin_cash_out,0.061476003275044135
1400_total_lt_liab_lag2,0.061443803140083554
4211_non_curr_assets_sales_lag1,0.059633120687876386
4111_sales_prcds_lag1,0.05883404630870715
4220_inv_cash_out_lag2,0.05821631885540451
1510_st_debt,0.05808753873072024
4123_int_on_debt,0.057535424251581445
gross_margin_to_total_assets_lag2,0.05641682382966535
1160_investment_in_ta_lag2,0.054172337515357626
1420_def_tax_liab,0.053882984084377535
2330_interest_paid,0.052641337403111055
1220_vat_on_aquired_lag1,0.05229804088446161
gpm_on_sgna_lag1,0.052132879678940855
4124_income_tax_cf_lag2,0.05139664496046428
1360_reserve_funds_lag2,0.05038921649055071
1550_other_st_oblig_lag2,0.050104812155273515
4121_pmnts_to_spplrs_lag1,0.04939582214895244
1180_def_tax_assets_lag2,0.04854280776936249
gpm_on_cogs_lag1,0.04690264292545156
4111_sales_prcds,0.046873234196050786
4200_cfi,0.04649390619892702
1190_other_non_curr_assets_lag2,0.04646865415952903
4120_oper_cash_out_lag1,0.045543787049045166
4211_non_curr_assets_sales_lag2,0.04488805250605257
1220_vat_on_aquired,0.04488648582121757
1240_st_fin_invest,0.04422704711797495
1550_other_st_oblig,0.043932449808127015
1360_reserve_funds,0.04392270984321851
1170_lt_fin_invest_lag2,0.043587584348562705
return_on_costs_lag2,0.04156801476679019
4200_cfi_lag1,0.041223682073527064
cae_to_revenue_lag1,0.040865258973553274
4210_inv_cash_in,0.04062735638597052
4112_rent_commis_prcds_lag2,0.0405542734464596
4320_fin_cash_out_lag1,0.03955193405064971
gpm_on_cogs_lag2,0.039460597562040185
2220_admin_exp_lag2,0.039348361112926576
4310_fin_cash_in,0.038560163684026746
std_to_total_debt_lag2,0.03847167224050178
4322_div_pmnt,0.03844708027275035
opm_lag1,0.03626833171158577
2220_admin_exp,0.03605993260982137
1310_share_cap,0.035200360280656436
2100_gross_profit_lag1,0.035196744096410014
2320_interest_received_lag1,0.034386724345145024
gpm,0.03353020351822003
4213_debt_sec_sales,0.0333055745840139
4214_div_received_lag1,0.03229447880171681
4110_oper_cash_in,0.03198242602179246
1360_reserve_funds_lag1,0.03121204770493641
days_sales_outst_lag2,0.030599872848638424
2320_interest_received,0.029963872626862325
4112_rent_commis_prcds,0.029615184573997224
2220_admin_exp_lag1,0.028396996390711738
4323_loans_repmnt ,0.027888271268706046
1350_add_paid_cap_lag2,0.02782073325248035
1410_lt_debt,0.027671525438950607
4211_non_curr_assets_sales,0.027611959024312408
1230_recevables_lag2,0.027415725313348644
1340_reval_of_non_curr_assets_lag2,0.02725931874077888
4122_payroll_lag1,0.027232199817667415
1110_int_assets,0.025293262927085662
4200_cfi_lag2,0.024737810913018476
1240_st_fin_invest_lag2,0.021505346675758517
4224_inv_interest_pmnt_lag2,0.02095475516694808
1170_lt_fin_invest,0.02078851012853768
4322_div_pmnt_lag1,0.01981792940577369
1420_def_tax_liab_lag2,0.01942086468270302
4213_debt_sec_sales_lag1,0.01913252712619054
1170_lt_fin_invest_lag1,0.01906920576903147
1340_reval_of_non_curr_assets_lag1,0.01897438435179449
4213_debt_sec_sales_lag2,0.01876917632455304
4220_inv_cash_out_lag1,0.01864781279082798
1320_treas_shares,0.018508468648379354
1160_investment_in_ta_lag1,0.01773989094475862
1550_other_st_oblig_lag1,0.01764880695965169
1420_def_tax_liab_lag1,0.01744513388042229
1350_add_paid_cap_lag1,0.017234422512642015
4310_fin_cash_in_lag1,0.015987639382205484
4110_oper_cash_in_lag1,0.01580781558812087
1180_def_tax_assets_lag1,0.015423335312278668
1410_lt_debt_lag2,0.015219788413072153
4223_debt_sec_purch_lag2,0.015065073769733402
4223_debt_sec_purch,0.013942471097263364
1530_def_income,0.01374454231834686
4214_div_received_lag2,0.013252855815715486
1320_treas_shares_lag1,0.012993186050038973
1180_def_tax_assets,0.012801208396665814
1160_investment_in_ta,0.012782561295768689
2310_income_from_subs_lag1,0.012352261216049586
4222_3rd_part_shares_purch_lag1,0.01137598290408754
4314_debt_sec_issue_lag1,0.010848408755033958
2310_income_from_subs,0.010759894845445829
4221_non_curr_assets_purch_lag2,0.00916212553560581
4100_cfo,0.009013797978721799
return_on_costs_lag1,0.008930192449293698
1340_reval_of_non_curr_assets,0.008365257639997825
4113_fin_inv_sales_prcds_lag2,0.007932404890740041
4210_inv_cash_in_lag1,0.007927169064876336
4313_shares_issue,0.006517757959525112
4222_3rd_part_shares_purch,0.006439911468495881
4222_3rd_part_shares_purch_lag2,0.006356524179592631
4312_shrhldrs_contrib_lag2,0.006119060533031086
1350_add_paid_cap,0.0053657666041519465
1410_lt_debt_lag1,0.005174879575462595
4312_shrhldrs_contrib_lag1,0.005107720663192549
4212_3rd_part_shares_sales_lag1,0.0049571859678149985
4212_3rd_part_shares_sales,0.0048516398615855655
4313_shares_issue_lag2,0.0047327034674800456
4223_debt_sec_purch_lag1,0.00465572687247308
4113_fin_inv_sales_prcds_lag1,0.0039385332120553986
4113_fin_inv_sales_prcds,0.0037471057895835974
4212_3rd_part_shares_sales_lag2,0.0032590998592029875
4321_shares_buyout_lag1,0.003152921250724301
2310_income_from_subs_lag2,0.00309768527531562
1190_other_non_curr_assets,0.0030741988769396257
4124_income_tax_cf_lag1,0.0030418075992471806
4312_shrhldrs_contrib,0.002888689278610543
4224_inv_interest_pmnt,0.0028881551841207524
4314_debt_sec_issue,0.002854863299246124
4224_inv_interest_pmnt_lag1,0.0014080166929599913
4321_shares_buyout_lag2,0.0010685142065675248
4313_shares_issue_lag1,0.0002975076765549655
4210_inv_cash_in_lag2,0.0001610986942775478
1320_treas_shares_lag2,9.83941966964516e-05
4321_shares_buyout,0.0
4314_debt_sec_issue_lag2,0.0
